dnaA BU_ATCC8492_00001
uxuA_2 BU_ATCC8492_01100
uxuB_1 BU_ATCC8492_01101
transcript:BU_ATCC8492_01102 BU_ATCC8492_01102
transcript:BU_ATCC8492_01103 BU_ATCC8492_01103
transcript:BU_ATCC8492_01104 BU_ATCC8492_01104
transcript:BU_ATCC8492_01105 BU_ATCC8492_01105
dapB BU_ATCC8492_01106
transcript:BU_ATCC8492_01107 BU_ATCC8492_01107
transcript:BU_ATCC8492_01108 BU_ATCC8492_01108
transcript:BU_ATCC8492_01109 BU_ATCC8492_01109
chonabc BU_ATCC8492_01110
dusC BU_ATCC8492_01111
transcript:BU_ATCC8492_01112 BU_ATCC8492_01112
transcript:BU_ATCC8492_01113 BU_ATCC8492_01113
lacZ_11 BU_ATCC8492_01114
transcript:BU_ATCC8492_01115 BU_ATCC8492_01115
transcript:BU_ATCC8492_01116 BU_ATCC8492_01116
transcript:BU_ATCC8492_01117 BU_ATCC8492_01117
rcsC_14 BU_ATCC8492_01118
nahK BU_ATCC8492_01119
transcript:BU_ATCC8492_01120 BU_ATCC8492_01120
lpxA_1 BU_ATCC8492_01121
oprM_2 BU_ATCC8492_01122
acrF BU_ATCC8492_01123
mdtE_2 BU_ATCC8492_01124
transcript:BU_ATCC8492_01125 BU_ATCC8492_01125
transcript:BU_ATCC8492_01126 BU_ATCC8492_01126
paaI BU_ATCC8492_01127
transcript:BU_ATCC8492_01128 BU_ATCC8492_01128
transcript:BU_ATCC8492_01129 BU_ATCC8492_01129
transcript:BU_ATCC8492_01130 BU_ATCC8492_01130
cysS BU_ATCC8492_01131
mnmA_2 BU_ATCC8492_01132
transcript:BU_ATCC8492_01133 BU_ATCC8492_01133
transcript:BU_ATCC8492_01134 BU_ATCC8492_01134
pfp_1 BU_ATCC8492_01135
rnc BU_ATCC8492_01136
fabF BU_ATCC8492_01137
acpP BU_ATCC8492_01138
purN BU_ATCC8492_01139
yejM BU_ATCC8492_01140
pdxB BU_ATCC8492_01141
transcript:BU_ATCC8492_01142 BU_ATCC8492_01142
transcript:BU_ATCC8492_01143 BU_ATCC8492_01143
mshA_2 BU_ATCC8492_01144
hisC_1 BU_ATCC8492_01145
transcript:BU_ATCC8492_01146 BU_ATCC8492_01146
transcript:BU_ATCC8492_01147 BU_ATCC8492_01147
transcript:BU_ATCC8492_01148 BU_ATCC8492_01148
transcript:BU_ATCC8492_01149 BU_ATCC8492_01149
hldE BU_ATCC8492_01150
gmhB BU_ATCC8492_01151
gmhA BU_ATCC8492_01152
transcript:BU_ATCC8492_01153 BU_ATCC8492_01153
ltaS BU_ATCC8492_01154
transcript:BU_ATCC8492_01155 BU_ATCC8492_01155
arnC_1 BU_ATCC8492_01156
transcript:BU_ATCC8492_01157 BU_ATCC8492_01157
transcript:BU_ATCC8492_01158 BU_ATCC8492_01158
transcript:BU_ATCC8492_01159 BU_ATCC8492_01159
transcript:BU_ATCC8492_01160 BU_ATCC8492_01160
mshA_3 BU_ATCC8492_01161
arnC_2 BU_ATCC8492_01162
transcript:BU_ATCC8492_01163 BU_ATCC8492_01163
transcript:BU_ATCC8492_01164 BU_ATCC8492_01164
transcript:BU_ATCC8492_01165 BU_ATCC8492_01165
transcript:BU_ATCC8492_01166 BU_ATCC8492_01166
transcript:BU_ATCC8492_01167 BU_ATCC8492_01167
transcript:BU_ATCC8492_01168 BU_ATCC8492_01168
msbA BU_ATCC8492_01169
iolG_1 BU_ATCC8492_01170
iolG_2 BU_ATCC8492_01171
transcript:BU_ATCC8492_01172 BU_ATCC8492_01172
iolE BU_ATCC8492_01173
rnhA BU_ATCC8492_01174
transcript:BU_ATCC8492_01175 BU_ATCC8492_01175
transcript:BU_ATCC8492_01176 BU_ATCC8492_01176
transcript:BU_ATCC8492_01177 BU_ATCC8492_01177
transcript:BU_ATCC8492_01178 BU_ATCC8492_01178
transcript:BU_ATCC8492_01179 BU_ATCC8492_01179
transcript:BU_ATCC8492_01180 BU_ATCC8492_01180
aroK BU_ATCC8492_01181
speA BU_ATCC8492_01182
argB BU_ATCC8492_01183
sigH_3 BU_ATCC8492_01184
transcript:BU_ATCC8492_01185 BU_ATCC8492_01185
transcript:BU_ATCC8492_01186 BU_ATCC8492_01186
transcript:BU_ATCC8492_01187 BU_ATCC8492_01187
transcript:BU_ATCC8492_01188 BU_ATCC8492_01188
transcript:BU_ATCC8492_01189 BU_ATCC8492_01189
transcript:BU_ATCC8492_01190 BU_ATCC8492_01190
transcript:BU_ATCC8492_01191 BU_ATCC8492_01191
rcsC_15 BU_ATCC8492_01192
pnbA BU_ATCC8492_01193
transcript:BU_ATCC8492_01194 BU_ATCC8492_01194
transcript:BU_ATCC8492_01195 BU_ATCC8492_01195
bglB_2 BU_ATCC8492_01196
xynZ BU_ATCC8492_01197
axe1-6A_2 BU_ATCC8492_01198
axe1-6A_3 BU_ATCC8492_01199
bglB_3 BU_ATCC8492_01200
transcript:BU_ATCC8492_01201 BU_ATCC8492_01201
rimP BU_ATCC8492_01202
nusA BU_ATCC8492_01203
infB BU_ATCC8492_01204
transcript:BU_ATCC8492_01205 BU_ATCC8492_01205
sufB BU_ATCC8492_01206
sufC BU_ATCC8492_01207
sufD BU_ATCC8492_01208
sufS BU_ATCC8492_01209
transcript:BU_ATCC8492_01210 BU_ATCC8492_01210
transcript:BU_ATCC8492_01211 BU_ATCC8492_01211
hppA1 BU_ATCC8492_01212
transcript:BU_ATCC8492_01213 BU_ATCC8492_01213
transcript:BU_ATCC8492_01214 BU_ATCC8492_01214
transcript:BU_ATCC8492_01215 BU_ATCC8492_01215
transcript:BU_ATCC8492_01216 BU_ATCC8492_01216
pnp BU_ATCC8492_01217
resA_2 BU_ATCC8492_01218
greA BU_ATCC8492_01219
transcript:BU_ATCC8492_01220 BU_ATCC8492_01220
rfbM BU_ATCC8492_01221
contig_1.tRNA10-LeuCAA contig_1.trna10
transcript:BU_ATCC8492_01223 BU_ATCC8492_01223
transcript:BU_ATCC8492_01224 BU_ATCC8492_01224
transcript:BU_ATCC8492_01225 BU_ATCC8492_01225
transcript:BU_ATCC8492_01226 BU_ATCC8492_01226
transcript:BU_ATCC8492_01227 BU_ATCC8492_01227
dnaG_3 BU_ATCC8492_01228
transcript:BU_ATCC8492_01229 BU_ATCC8492_01229
transcript:BU_ATCC8492_01230 BU_ATCC8492_01230
transcript:BU_ATCC8492_01231 BU_ATCC8492_01231
transcript:BU_ATCC8492_01232 BU_ATCC8492_01232
transcript:BU_ATCC8492_01233 BU_ATCC8492_01233
rcsC_16 BU_ATCC8492_01234
transcript:BU_ATCC8492_01235 BU_ATCC8492_01235
transcript:BU_ATCC8492_01236 BU_ATCC8492_01236
transcript:BU_ATCC8492_01237 BU_ATCC8492_01237
transcript:BU_ATCC8492_01238 BU_ATCC8492_01238
transcript:BU_ATCC8492_01239 BU_ATCC8492_01239
transcript:BU_ATCC8492_01240 BU_ATCC8492_01240
transcript:BU_ATCC8492_01241 BU_ATCC8492_01241
rcsC_17 BU_ATCC8492_01242
transcript:BU_ATCC8492_01243 BU_ATCC8492_01243
transcript:BU_ATCC8492_01244 BU_ATCC8492_01244
transcript:BU_ATCC8492_01245 BU_ATCC8492_01245
transcript:BU_ATCC8492_01246 BU_ATCC8492_01246
transcript:BU_ATCC8492_01247 BU_ATCC8492_01247
transcript:BU_ATCC8492_01248 BU_ATCC8492_01248
yvqK_1 BU_ATCC8492_01249
transcript:BU_ATCC8492_01250 BU_ATCC8492_01250
rgy BU_ATCC8492_01251
transcript:BU_ATCC8492_01252 BU_ATCC8492_01252
ytfE BU_ATCC8492_01253
transcript:BU_ATCC8492_01254 BU_ATCC8492_01254
transcript:BU_ATCC8492_01255 BU_ATCC8492_01255
transcript:BU_ATCC8492_01256 BU_ATCC8492_01256
transcript:BU_ATCC8492_01257 BU_ATCC8492_01257
transcript:BU_ATCC8492_01258 BU_ATCC8492_01258
transcript:BU_ATCC8492_01259 BU_ATCC8492_01259
transcript:BU_ATCC8492_01260 BU_ATCC8492_01260
transcript:BU_ATCC8492_01261 BU_ATCC8492_01261
transcript:BU_ATCC8492_01262 BU_ATCC8492_01262
transcript:BU_ATCC8492_01263 BU_ATCC8492_01263
transcript:BU_ATCC8492_01264 BU_ATCC8492_01264
transcript:BU_ATCC8492_01265 BU_ATCC8492_01265
transcript:BU_ATCC8492_01266 BU_ATCC8492_01266
transcript:BU_ATCC8492_01267 BU_ATCC8492_01267
transcript:BU_ATCC8492_01268 BU_ATCC8492_01268
transcript:BU_ATCC8492_01269 BU_ATCC8492_01269
transcript:BU_ATCC8492_01270 BU_ATCC8492_01270
transcript:BU_ATCC8492_01271 BU_ATCC8492_01271
priA BU_ATCC8492_01272
transcript:BU_ATCC8492_01273 BU_ATCC8492_01273
transcript:BU_ATCC8492_01274 BU_ATCC8492_01274
xerC_4 BU_ATCC8492_01275
xerC_5 BU_ATCC8492_01276
transcript:BU_ATCC8492_01277 BU_ATCC8492_01277
transcript:BU_ATCC8492_01278 BU_ATCC8492_01278
transcript:BU_ATCC8492_01279 BU_ATCC8492_01279
mgsA_2 BU_ATCC8492_01280
transcript:BU_ATCC8492_01281 BU_ATCC8492_01281
glgP_1 BU_ATCC8492_01282
kefB_2 BU_ATCC8492_01283
pfkA_1 BU_ATCC8492_01284
sigH_4 BU_ATCC8492_01285
transcript:BU_ATCC8492_01286 BU_ATCC8492_01286
gpmA_1 BU_ATCC8492_01287
fbaB BU_ATCC8492_01288
ftnA_1 BU_ATCC8492_01289
transcript:BU_ATCC8492_01290 BU_ATCC8492_01290
ftnA_2 BU_ATCC8492_01291
transcript:BU_ATCC8492_01292 BU_ATCC8492_01292
transcript:BU_ATCC8492_01293 BU_ATCC8492_01293
transcript:BU_ATCC8492_01294 BU_ATCC8492_01294
transcript:BU_ATCC8492_01295 BU_ATCC8492_01295
transcript:BU_ATCC8492_01296 BU_ATCC8492_01296
transcript:BU_ATCC8492_01297 BU_ATCC8492_01297
transcript:BU_ATCC8492_01298 BU_ATCC8492_01298
apbE_1 BU_ATCC8492_01299
transcript:BU_ATCC8492_01300 BU_ATCC8492_01300
transcript:BU_ATCC8492_01301 BU_ATCC8492_01301
transcript:BU_ATCC8492_01302 BU_ATCC8492_01302
transcript:BU_ATCC8492_01303 BU_ATCC8492_01303
transcript:BU_ATCC8492_01304 BU_ATCC8492_01304
transcript:BU_ATCC8492_01305 BU_ATCC8492_01305
transcript:BU_ATCC8492_01306 BU_ATCC8492_01306
transcript:BU_ATCC8492_01307 BU_ATCC8492_01307
transcript:BU_ATCC8492_01308 BU_ATCC8492_01308
transcript:BU_ATCC8492_01309 BU_ATCC8492_01309
transcript:BU_ATCC8492_01310 BU_ATCC8492_01310
transcript:BU_ATCC8492_01311 BU_ATCC8492_01311
transcript:BU_ATCC8492_01312 BU_ATCC8492_01312
transcript:BU_ATCC8492_01313 BU_ATCC8492_01313
transcript:BU_ATCC8492_01314 BU_ATCC8492_01314
rny_1 BU_ATCC8492_01315
gltX BU_ATCC8492_01316
waaA BU_ATCC8492_01317
yrdA BU_ATCC8492_01318
transcript:BU_ATCC8492_01319 BU_ATCC8492_01319
transcript:BU_ATCC8492_01320 BU_ATCC8492_01320
xerD_2 BU_ATCC8492_01321
hpf BU_ATCC8492_01322
contig_1.tRNA11-ThrTGT contig_1.trna11
contig_1.tRNA12-TyrGTA contig_1.trna12
contig_1.tRNA13-ThrGGT contig_1.trna13
tufA BU_ATCC8492_01326
contig_1.tRNA14-TrpCCA contig_1.trna14
nusG BU_ATCC8492_01328
rplK BU_ATCC8492_01329
rplA BU_ATCC8492_01330
rplJ BU_ATCC8492_01331
rplL BU_ATCC8492_01332
rpoB BU_ATCC8492_01333
rpoC BU_ATCC8492_01334
transcript:BU_ATCC8492_01335 BU_ATCC8492_01335
rpsL BU_ATCC8492_01336
rpsG BU_ATCC8492_01337
fusA BU_ATCC8492_01338
rpsJ BU_ATCC8492_01339
rplC BU_ATCC8492_01340
rplD BU_ATCC8492_01341
rplW BU_ATCC8492_01342
rplB BU_ATCC8492_01343
rpsS BU_ATCC8492_01344
rplV BU_ATCC8492_01345
rpsC BU_ATCC8492_01346
rplP BU_ATCC8492_01347
transcript:BU_ATCC8492_01348 BU_ATCC8492_01348
rpsQ BU_ATCC8492_01349
rplN BU_ATCC8492_01350
rplX BU_ATCC8492_01351
rplE BU_ATCC8492_01352
rpsN BU_ATCC8492_01353
rpsH BU_ATCC8492_01354
rplF BU_ATCC8492_01355
rplR BU_ATCC8492_01356
rpsE BU_ATCC8492_01357
rpmD BU_ATCC8492_01358
rplO BU_ATCC8492_01359
secY BU_ATCC8492_01360
map_1 BU_ATCC8492_01361
infA BU_ATCC8492_01362
rpmJ BU_ATCC8492_01363
rpsM BU_ATCC8492_01364
rpsK BU_ATCC8492_01365
rpsD BU_ATCC8492_01366
rpoA BU_ATCC8492_01367
transcript:BU_ATCC8492_01368 BU_ATCC8492_01368
transcript:BU_ATCC8492_01369 BU_ATCC8492_01369
transcript:BU_ATCC8492_01370 BU_ATCC8492_01370
mutS_3 BU_ATCC8492_01371
transcript:BU_ATCC8492_01372 BU_ATCC8492_01372
transcript:BU_ATCC8492_01373 BU_ATCC8492_01373
lysO_2 BU_ATCC8492_01374
transcript:BU_ATCC8492_01375 BU_ATCC8492_01375
transcript:BU_ATCC8492_01376 BU_ATCC8492_01376
transcript:BU_ATCC8492_01377 BU_ATCC8492_01377
transcript:BU_ATCC8492_01378 BU_ATCC8492_01378
hutU BU_ATCC8492_01379
transcript:BU_ATCC8492_01380 BU_ATCC8492_01380
hutI BU_ATCC8492_01381
fchA BU_ATCC8492_01382
hutH BU_ATCC8492_01383
transcript:BU_ATCC8492_01384 BU_ATCC8492_01384
transcript:BU_ATCC8492_01385 BU_ATCC8492_01385
mdtE_3 BU_ATCC8492_01386
mdtB_2 BU_ATCC8492_01387
transcript:BU_ATCC8492_01388 BU_ATCC8492_01388
transcript:BU_ATCC8492_01389 BU_ATCC8492_01389
transcript:BU_ATCC8492_01390 BU_ATCC8492_01390
transcript:BU_ATCC8492_01391 BU_ATCC8492_01391
exoI BU_ATCC8492_01392
transcript:BU_ATCC8492_01393 BU_ATCC8492_01393
bepF BU_ATCC8492_01394
bepE_2 BU_ATCC8492_01395
cusC BU_ATCC8492_01396
transcript:BU_ATCC8492_01397 BU_ATCC8492_01397
transcript:BU_ATCC8492_01398 BU_ATCC8492_01398
transcript:BU_ATCC8492_01399 BU_ATCC8492_01399
contig_1_ncRNA7 contig_1_ncRNA7
contig_1.tRNA15-IleGAT contig_1.trna15
contig_1.tRNA16-AlaTGC contig_1.trna16
contig_1_ncRNA2 contig_1_ncRNA2
transcript:BU_ATCC8492_01405 BU_ATCC8492_01405
tolQ_2 BU_ATCC8492_01406
tolR_2 BU_ATCC8492_01407
transcript:BU_ATCC8492_01408 BU_ATCC8492_01408
transcript:BU_ATCC8492_01409 BU_ATCC8492_01409
transcript:BU_ATCC8492_01410 BU_ATCC8492_01410
transcript:BU_ATCC8492_01411 BU_ATCC8492_01411
transcript:BU_ATCC8492_01412 BU_ATCC8492_01412
btuD_2 BU_ATCC8492_01413
transcript:BU_ATCC8492_01414 BU_ATCC8492_01414
ytrA_1 BU_ATCC8492_01415
transcript:BU_ATCC8492_01416 BU_ATCC8492_01416
dcuA BU_ATCC8492_01417
contig_1.tRNA56-fMetCAT contig_1.trna56
qacR BU_ATCC8492_01419
fabG BU_ATCC8492_01420
truC BU_ATCC8492_01421
tolB_1 BU_ATCC8492_01422
transcript:BU_ATCC8492_01423 BU_ATCC8492_01423
zraR_2 BU_ATCC8492_01424
transcript:BU_ATCC8492_01425 BU_ATCC8492_01425
transcript:BU_ATCC8492_01426 BU_ATCC8492_01426
norM BU_ATCC8492_01427
rcsC_18 BU_ATCC8492_01428
transcript:BU_ATCC8492_01429 BU_ATCC8492_01429
bamA_2 BU_ATCC8492_01430
transcript:BU_ATCC8492_01431 BU_ATCC8492_01431
transcript:BU_ATCC8492_01432 BU_ATCC8492_01432
transcript:BU_ATCC8492_01433 BU_ATCC8492_01433
transcript:BU_ATCC8492_01434 BU_ATCC8492_01434
transcript:BU_ATCC8492_01435 BU_ATCC8492_01435
transcript:BU_ATCC8492_01436 BU_ATCC8492_01436
transcript:BU_ATCC8492_01437 BU_ATCC8492_01437
transcript:BU_ATCC8492_01438 BU_ATCC8492_01438
transcript:BU_ATCC8492_01439 BU_ATCC8492_01439
transcript:BU_ATCC8492_01440 BU_ATCC8492_01440
COQ5 BU_ATCC8492_01441
rhaS_6 BU_ATCC8492_01442
rcsC_19 BU_ATCC8492_01443
yheS_1 BU_ATCC8492_01444
pepO BU_ATCC8492_01445
transcript:BU_ATCC8492_01446 BU_ATCC8492_01446
purH BU_ATCC8492_01447
mbl BU_ATCC8492_01448
mreC BU_ATCC8492_01449
transcript:BU_ATCC8492_01450 BU_ATCC8492_01450
mrdA BU_ATCC8492_01451
mrdB_2 BU_ATCC8492_01452
transcript:BU_ATCC8492_01453 BU_ATCC8492_01453
transcript:BU_ATCC8492_01454 BU_ATCC8492_01454
gldH BU_ATCC8492_01455
transcript:BU_ATCC8492_01456 BU_ATCC8492_01456
transcript:BU_ATCC8492_01457 BU_ATCC8492_01457
metF BU_ATCC8492_01458
transcript:BU_ATCC8492_01459 BU_ATCC8492_01459
metAA BU_ATCC8492_01460
rlhA BU_ATCC8492_01461
transcript:BU_ATCC8492_01462 BU_ATCC8492_01462
transcript:BU_ATCC8492_01463 BU_ATCC8492_01463
vapC BU_ATCC8492_01464
btuB_1 BU_ATCC8492_01465
transcript:BU_ATCC8492_01466 BU_ATCC8492_01466
rcsC_20 BU_ATCC8492_01467
transcript:BU_ATCC8492_01468 BU_ATCC8492_01468
radA BU_ATCC8492_01469
csh BU_ATCC8492_01470
ansA_1 BU_ATCC8492_01471
thrA BU_ATCC8492_01472
apgM BU_ATCC8492_01473
thrC BU_ATCC8492_01474
transcript:BU_ATCC8492_01475 BU_ATCC8492_01475
transcript:BU_ATCC8492_01476 BU_ATCC8492_01476
transcript:BU_ATCC8492_01477 BU_ATCC8492_01477
transcript:BU_ATCC8492_01478 BU_ATCC8492_01478
pnuC BU_ATCC8492_01479
btuB_2 BU_ATCC8492_01480
mscS BU_ATCC8492_01481
transcript:BU_ATCC8492_01482 BU_ATCC8492_01482
transcript:BU_ATCC8492_01483 BU_ATCC8492_01483
transcript:BU_ATCC8492_01484 BU_ATCC8492_01484
transcript:BU_ATCC8492_01485 BU_ATCC8492_01485
mepA_1 BU_ATCC8492_01486
rhaS_7 BU_ATCC8492_01487
transcript:BU_ATCC8492_01488 BU_ATCC8492_01488
transcript:BU_ATCC8492_01489 BU_ATCC8492_01489
transcript:BU_ATCC8492_01490 BU_ATCC8492_01490
contig_1.tRNA55-LysTTT contig_1.trna55
transcript:BU_ATCC8492_01492 BU_ATCC8492_01492
tdk BU_ATCC8492_01493
transcript:BU_ATCC8492_01494 BU_ATCC8492_01494
rsmI_1 BU_ATCC8492_01495
transcript:BU_ATCC8492_01496 BU_ATCC8492_01496
yjjG BU_ATCC8492_01497
transcript:BU_ATCC8492_01498 BU_ATCC8492_01498
transcript:BU_ATCC8492_01499 BU_ATCC8492_01499
transcript:BU_ATCC8492_01500 BU_ATCC8492_01500
transcript:BU_ATCC8492_01501 BU_ATCC8492_01501
susC_8 BU_ATCC8492_01502
xerD_3 BU_ATCC8492_01503
susC_9 BU_ATCC8492_01504
transcript:BU_ATCC8492_01505 BU_ATCC8492_01505
transcript:BU_ATCC8492_01506 BU_ATCC8492_01506
transcript:BU_ATCC8492_01507 BU_ATCC8492_01507
transcript:BU_ATCC8492_01508 BU_ATCC8492_01508
transcript:BU_ATCC8492_01509 BU_ATCC8492_01509
transcript:BU_ATCC8492_01510 BU_ATCC8492_01510
transcript:BU_ATCC8492_01511 BU_ATCC8492_01511
transcript:BU_ATCC8492_01512 BU_ATCC8492_01512
susC_10 BU_ATCC8492_01513
transcript:BU_ATCC8492_01514 BU_ATCC8492_01514
transcript:BU_ATCC8492_01515 BU_ATCC8492_01515
transcript:BU_ATCC8492_01516 BU_ATCC8492_01516
transcript:BU_ATCC8492_01517 BU_ATCC8492_01517
transcript:BU_ATCC8492_01518 BU_ATCC8492_01518
transcript:BU_ATCC8492_01519 BU_ATCC8492_01519
transcript:BU_ATCC8492_01520 BU_ATCC8492_01520
transcript:BU_ATCC8492_01521 BU_ATCC8492_01521
hflX BU_ATCC8492_01522
transcript:BU_ATCC8492_01523 BU_ATCC8492_01523
fumB BU_ATCC8492_01524
wecH_2 BU_ATCC8492_01525
yhdG BU_ATCC8492_01526
tolC BU_ATCC8492_01527
bepE_3 BU_ATCC8492_01528
mdtA_1 BU_ATCC8492_01529
rsgA BU_ATCC8492_01530
frr BU_ATCC8492_01531
pyrH BU_ATCC8492_01532
transcript:BU_ATCC8492_01533 BU_ATCC8492_01533
transcript:BU_ATCC8492_01534 BU_ATCC8492_01534
pacS BU_ATCC8492_01535
dinF BU_ATCC8492_01536
transcript:BU_ATCC8492_01537 BU_ATCC8492_01537
rcsC_21 BU_ATCC8492_01538
transcript:BU_ATCC8492_01539 BU_ATCC8492_01539
transcript:BU_ATCC8492_01540 BU_ATCC8492_01540
susC_11 BU_ATCC8492_01541
transcript:BU_ATCC8492_01542 BU_ATCC8492_01542
transcript:BU_ATCC8492_01543 BU_ATCC8492_01543
transcript:BU_ATCC8492_01544 BU_ATCC8492_01544
birA BU_ATCC8492_01545
yjbR_1 BU_ATCC8492_01546
transcript:BU_ATCC8492_01547 BU_ATCC8492_01547
transcript:BU_ATCC8492_01548 BU_ATCC8492_01548
transcript:BU_ATCC8492_01549 BU_ATCC8492_01549
tadA_1 BU_ATCC8492_01550
transcript:BU_ATCC8492_01551 BU_ATCC8492_01551
transcript:BU_ATCC8492_01552 BU_ATCC8492_01552
psd BU_ATCC8492_01553
dnaE BU_ATCC8492_01554
trxA BU_ATCC8492_01555
transcript:BU_ATCC8492_01556 BU_ATCC8492_01556
transcript:BU_ATCC8492_01557 BU_ATCC8492_01557
tsaE BU_ATCC8492_01558
znuB BU_ATCC8492_01559
transcript:BU_ATCC8492_01560 BU_ATCC8492_01560
aroA BU_ATCC8492_01561
transcript:BU_ATCC8492_01562 BU_ATCC8492_01562
transcript:BU_ATCC8492_01563 BU_ATCC8492_01563
menF BU_ATCC8492_01564
aspT_1 BU_ATCC8492_01565
tri1_2 BU_ATCC8492_01566
djlA BU_ATCC8492_01567
transcript:BU_ATCC8492_01568 BU_ATCC8492_01568
transcript:BU_ATCC8492_01569 BU_ATCC8492_01569
transcript:BU_ATCC8492_01570 BU_ATCC8492_01570
transcript:BU_ATCC8492_01571 BU_ATCC8492_01571
transcript:BU_ATCC8492_01572 BU_ATCC8492_01572
transcript:BU_ATCC8492_01573 BU_ATCC8492_01573
transcript:BU_ATCC8492_01574 BU_ATCC8492_01574
transcript:BU_ATCC8492_01575 BU_ATCC8492_01575
transcript:BU_ATCC8492_01576 BU_ATCC8492_01576
transcript:BU_ATCC8492_01577 BU_ATCC8492_01577
transcript:BU_ATCC8492_01578 BU_ATCC8492_01578
susC_12 BU_ATCC8492_01579
transcript:BU_ATCC8492_01580 BU_ATCC8492_01580
transcript:BU_ATCC8492_01581 BU_ATCC8492_01581
transcript:BU_ATCC8492_01582 BU_ATCC8492_01582
transcript:BU_ATCC8492_01583 BU_ATCC8492_01583
transcript:BU_ATCC8492_01584 BU_ATCC8492_01584
contig_1.tRNA54-ProGGG contig_1.trna54
transcript:BU_ATCC8492_01586 BU_ATCC8492_01586
transcript:BU_ATCC8492_01587 BU_ATCC8492_01587
transcript:BU_ATCC8492_01588 BU_ATCC8492_01588
transcript:BU_ATCC8492_01589 BU_ATCC8492_01589
transcript:BU_ATCC8492_01590 BU_ATCC8492_01590
transcript:BU_ATCC8492_01591 BU_ATCC8492_01591
transcript:BU_ATCC8492_01592 BU_ATCC8492_01592
transcript:BU_ATCC8492_01593 BU_ATCC8492_01593
yjbR_2 BU_ATCC8492_01594
aroB BU_ATCC8492_01595
transcript:BU_ATCC8492_01596 BU_ATCC8492_01596
transcript:BU_ATCC8492_01597 BU_ATCC8492_01597
clsA BU_ATCC8492_01598
rsmD BU_ATCC8492_01599
transcript:BU_ATCC8492_01600 BU_ATCC8492_01600
transcript:BU_ATCC8492_01601 BU_ATCC8492_01601
recD2_1 BU_ATCC8492_01602
transcript:BU_ATCC8492_01603 BU_ATCC8492_01603
alaS BU_ATCC8492_01604
transcript:BU_ATCC8492_01605 BU_ATCC8492_01605
transcript:BU_ATCC8492_01606 BU_ATCC8492_01606
spoT BU_ATCC8492_01607
transcript:BU_ATCC8492_01608 BU_ATCC8492_01608
transcript:BU_ATCC8492_01609 BU_ATCC8492_01609
parB BU_ATCC8492_01610
soj_1 BU_ATCC8492_01611
transcript:BU_ATCC8492_01612 BU_ATCC8492_01612
transcript:BU_ATCC8492_01613 BU_ATCC8492_01613
surE BU_ATCC8492_01614
lpxB BU_ATCC8492_01615
transcript:BU_ATCC8492_01616 BU_ATCC8492_01616
transcript:BU_ATCC8492_01617 BU_ATCC8492_01617
ftsH BU_ATCC8492_01618
rsfS BU_ATCC8492_01619
contig_1.tRNA17-GlnCTG contig_1.trna17
purH_2 BU_ATCC8492_01621
transcript:BU_ATCC8492_01622 BU_ATCC8492_01622
transcript:BU_ATCC8492_01623 BU_ATCC8492_01623
rsmA BU_ATCC8492_01624
transcript:BU_ATCC8492_01625 BU_ATCC8492_01625
pepD_1 BU_ATCC8492_01626
transcript:BU_ATCC8492_01627 BU_ATCC8492_01627
transcript:BU_ATCC8492_01628 BU_ATCC8492_01628
transcript:BU_ATCC8492_01629 BU_ATCC8492_01629
transcript:BU_ATCC8492_01630 BU_ATCC8492_01630
transcript:BU_ATCC8492_01631 BU_ATCC8492_01631
transcript:BU_ATCC8492_01632 BU_ATCC8492_01632
transcript:BU_ATCC8492_01633 BU_ATCC8492_01633
transcript:BU_ATCC8492_01634 BU_ATCC8492_01634
ybdG_1 BU_ATCC8492_01635
transcript:BU_ATCC8492_01636 BU_ATCC8492_01636
transcript:BU_ATCC8492_01637 BU_ATCC8492_01637
transcript:BU_ATCC8492_01638 BU_ATCC8492_01638
rcsC_22 BU_ATCC8492_01639
ndhB BU_ATCC8492_01640
ndhD1 BU_ATCC8492_01641
nuoL BU_ATCC8492_01642
nuoK BU_ATCC8492_01643
nuoJ BU_ATCC8492_01644
nuoI BU_ATCC8492_01645
nuoH BU_ATCC8492_01646
nuoC BU_ATCC8492_01647
nqo6 BU_ATCC8492_01648
ndhC BU_ATCC8492_01649
transcript:BU_ATCC8492_01650 BU_ATCC8492_01650
trkH BU_ATCC8492_01651
trkA BU_ATCC8492_01652
dxs BU_ATCC8492_01653
transcript:BU_ATCC8492_01654 BU_ATCC8492_01654
transcript:BU_ATCC8492_01655 BU_ATCC8492_01655
transcript:BU_ATCC8492_01656 BU_ATCC8492_01656
tatA BU_ATCC8492_01657
tatC BU_ATCC8492_01658
transcript:BU_ATCC8492_01659 BU_ATCC8492_01659
contig_1_ncRNA12 contig_1_ncRNA12
exuT BU_ATCC8492_01660
kduI BU_ATCC8492_01661
gatC BU_ATCC8492_01662
transcript:BU_ATCC8492_01663 BU_ATCC8492_01663
transcript:BU_ATCC8492_01664 BU_ATCC8492_01664
transcript:BU_ATCC8492_01665 BU_ATCC8492_01665
transcript:BU_ATCC8492_01666 BU_ATCC8492_01666
transcript:BU_ATCC8492_01667 BU_ATCC8492_01667
gph_1 BU_ATCC8492_01668
transcript:BU_ATCC8492_01669 BU_ATCC8492_01669
fabI BU_ATCC8492_01670
rsmI_2 BU_ATCC8492_01671
transcript:BU_ATCC8492_01672 BU_ATCC8492_01672
lipA BU_ATCC8492_01673
